Date,Open,High,Low,Close,Adj Close,Volume
2023-03-20,0.007559493184089661,0.007659431081265211,0.007539771962910891,0.007559493184089661,0.007559493184089661,0
2023-03-21,0.007610813714563847,0.007630791515111923,0.007550760172307491,0.007610813714563847,0.007610813714563847,0
2023-03-22,0.007555837277323008,0.007560465019196272,0.0075191929936409,0.007555837277323008,0.007555837277323008,0
2023-03-23,0.007623171433806419,0.0076658898033201694,0.007596706040203571,0.007623171433806419,0.007623171433806419,0
2023-03-24,0.00764146214351058,0.007711646147072315,0.007638310547918081,0.00764146214351058,0.00764146214351058,0
2023-03-27,0.007642572745680809,0.007662306539714336,0.007590651512145996,0.007642572745680809,0.007642572745680809,0
2023-03-28,0.007620034273713827,0.007666007615625858,0.007617538794875145,0.007620034273713827,0.007620034273713827,0
2023-03-29,0.00763090793043375,0.007637786213308573,0.007535908836871386,0.00763090793043375,0.00763090793043375,0
2023-03-30,0.007542842999100685,0.007563037797808647,0.0075225867331027985,0.007542842999100685,0.007542842999100685,0
2023-03-31,0.007507450878620148,0.007534319069236517,0.007487047463655472,0.007507450878620148,0.007507450878620148,0
2023-04-03,0.007499231491237879,0.007563095539808273,0.00747769745066762,0.007499231491237879,0.007499231491237879,0
2023-04-04,0.007558636367321014,0.007600285578519106,0.00751089071854949,0.007558636367321014,0.007558636367321014,0
2023-04-05,0.007605430204421282,0.00765204569324851,0.007585008628666401,0.007605430204421282,0.007605430204421282,0
2023-04-06,0.007637435104697943,0.007645785808563232,0.007584203965961933,0.007637435104697943,0.007637435104697943,0
2023-04-07,0.00759480195119977,0.007603117730468512,0.007557665463536978,0.00759480195119977,0.00759480195119977,0
2023-04-10,0.00757019454613328,0.007574953604489565,0.00747149670496583,0.00757019454613328,0.00757019454613328,0
2023-04-11,0.007492376957088709,0.00751987099647522,0.007481334265321493,0.007492376957088709,0.007492376957088709,0
2023-04-12,0.007485366426408291,0.007531197741627693,0.0074614062905311584,0.007485366426408291,0.007485366426408291,0
2023-04-13,0.007513994351029396,0.007574036251753569,0.007498106453567743,0.007513994351029396,0.007513994351029396,0
2023-04-14,0.007547910325229168,0.007565670181065798,0.0074763004668056965,0.007547910325229168,0.007547910325229168,0
