Price,Close,High,Low,Open,Volume
Ticker,CL=F,CL=F,CL=F,CL=F,CL=F
Date,,,,,
2024-07-09,81.41000366210938,82.4800033569336,81.25,82.22000122070312,297325
2024-07-10,82.0999984741211,82.66000366210938,80.80999755859375,81.80999755859375,334380
2024-07-11,82.62000274658203,83.12999725341797,81.62999725341797,82.4000015258789,324170
2024-07-12,82.20999908447266,83.73999786376953,82.0999984741211,82.86000061035156,370062
2024-07-15,81.91000366210938,82.58000183105469,81.47000122070312,82.16000366210938,296520
2024-07-16,80.76000213623047,81.93000030517578,80.22000122070312,81.91999816894531,308186
2024-07-17,82.8499984741211,83.0999984741211,80.44999694824219,80.8499984741211,257437
2024-07-18,82.81999969482422,83.81999969482422,82.04000091552734,83.11000061035156,95704
2024-07-19,80.12999725341797,82.87999725341797,80.06999969482422,82.47000122070312,83795
2024-07-22,79.77999877929688,80.69000244140625,79.16999816894531,80.38999938964844,345235
2024-07-23,76.95999908447266,78.7300033569336,76.4000015258789,78.2699966430664,417941
2024-07-24,77.58999633789062,78.19000244140625,76.9800033569336,77.44999694824219,355971
2024-07-25,78.27999877929688,78.47000122070312,76.04000091552734,77.5,457288
2024-07-26,77.16000366210938,78.5999984741211,76.19000244140625,78.3499984741211,365121
2024-07-29,75.80999755859375,77.69000244140625,75.3499984741211,77.30000305175781,362635
2024-07-30,74.7300033569336,75.97000122070312,74.58999633789062,75.91000366210938,419478
2024-07-31,77.91000366210938,78.66000366210938,75.18000030517578,75.23999786376953,460315
2024-08-01,76.30999755859375,78.87999725341797,76.23999786376953,78.58999633789062,383014
2024-08-02,73.5199966430664,77.29000091552734,72.97000122070312,76.87000274658203,467786
2024-08-05,72.94000244140625,74.45999908447266,71.66999816894531,74.20999908447266,500151
2024-08-06,73.19999694824219,74.55999755859375,72.19999694824219,73.86000061035156,352250
2024-08-07,75.2300033569336,75.83999633789062,72.58000183105469,72.83999633789062,427995
2024-08-08,76.19000244140625,76.5199966430664,74.5999984741211,75.47000122070312,327301
2024-08-09,76.83999633789062,77.08999633789062,75.8499984741211,76.0199966430664,263007
2024-08-12,80.05999755859375,80.16000366210938,76.69999694824219,76.98999786376953,376747
2024-08-13,78.3499984741211,80.1500015258789,78.16000366210938,79.73999786376953,370763
2024-08-14,76.9800033569336,79.0999984741211,76.83000183105469,78.7300033569336,357636
2024-08-15,78.16000366210938,78.5999984741211,76.93000030517578,77.5199966430664,195122
2024-08-16,76.6500015258789,78.16000366210938,75.54000091552734,78.16000366210938,100810
2024-08-19,74.37000274658203,76.87000274658203,74.16999816894531,76.58000183105469,118172
2024-08-20,74.04000091552734,75.02999877929688,73.5,74.33999633789062,329276
2024-08-21,71.93000030517578,74.16000366210938,71.45999908447266,73.12000274658203,390527
2024-08-22,73.01000213623047,73.5199966430664,71.58000183105469,71.93000030517578,334117
2024-08-23,74.83000183105469,75.06999969482422,72.83000183105469,72.95999908447266,313764
2024-08-26,77.41999816894531,77.5999984741211,75.04000091552734,75.0999984741211,409675
2024-08-27,75.52999877929688,77.4800033569336,75.4000015258789,77.19999694824219,331162
2024-08-28,74.5199966430664,75.94999694824219,73.81999969482422,75.75,337361
2024-08-29,75.91000366210938,76.91000366210938,74.05000305175781,74.41999816894531,408147
2024-08-30,73.55000305175781,76.58999633789062,73.36000061035156,75.87000274658203,427273
2024-09-03,70.33999633789062,74.41000366210938,70.0999984741211,73.52999877929688,546617
2024-09-04,69.19999694824219,71.45999908447266,68.81999969482422,70.27999877929688,482025
2024-09-05,69.1500015258789,70.81999969482422,68.75,69.2699966430664,405596
2024-09-06,67.66999816894531,70.12999725341797,67.16999816894531,69.33000183105469,351074
2024-09-09,68.70999908447266,68.95999908447266,67.30999755859375,68.12999725341797,351074
2024-09-10,65.75,69.08000183105469,65.2699966430664,68.77999877929688,442855
2024-09-11,67.30999755859375,67.97000122070312,65.62999725341797,66.27999877929688,393311
2024-09-12,68.97000122070312,69.80999755859375,67.23999786376953,67.38999938964844,351976
2024-09-13,68.6500015258789,70.31999969482422,68.47000122070312,69.30999755859375,308983
2024-09-16,70.08999633789062,70.69999694824219,68.6500015258789,69.16000366210938,295176
2024-09-17,71.19000244140625,71.91999816894531,69.61000061035156,70.5,251629
2024-09-18,70.91000366210938,71.4800033569336,69.7300033569336,71.13999938964844,102907
2024-09-19,71.94999694824219,72.48999786376953,70.12999725341797,70.12999725341797,86630
2024-09-20,71.91999816894531,72.4000015258789,71.36000061035156,72.0999984741211,306997
2024-09-23,70.37000274658203,71.80999755859375,69.48999786376953,71.30999755859375,338267
