Date,Open,High,Low,Close,Adj Close,Volume
2023-03-20,1.2188136577606201,1.2265123128890991,1.2168114185333252,1.2187690734863281,1.2187690734863281,0
2023-03-21,1.227475881576538,1.2281843423843384,1.2182939052581787,1.2276264429092407,1.2276264429092407,0
2023-03-22,1.222583532333374,1.2295737266540527,1.2209266424179077,1.2225087881088257,1.2225087881088257,0
2023-03-23,1.2278677225112915,1.2342631816864014,1.2266627550125122,1.227973222732544,1.227973222732544,0
2023-03-24,1.2279430627822876,1.2289994955062866,1.2192296981811523,1.228154182434082,1.228154182434082,0
2023-03-27,1.2241849899291992,1.2291052341461182,1.221985936164856,1.2246003150939941,1.2246003150939941,0
2023-03-28,1.2297248840332031,1.234903335571289,1.2281994819641113,1.229755163192749,1.229755163192749,0
2023-03-29,1.2336236238479614,1.2360023260116577,1.2304997444152832,1.2330456972122192,1.2330456972122192,0
2023-03-30,1.2311177253723145,1.2383594512939453,1.2295434474945068,1.2313603162765503,1.2313603162765503,0
2023-03-31,1.2387275695800781,1.2422668933868408,1.2345069646835327,1.2387275695800781,1.2387275695800781,0
2023-04-03,1.228893756866455,1.242004632949829,1.2276867628097534,1.228697419166565,1.228697419166565,0
2023-04-04,1.2420971393585205,1.2520345449447632,1.239633560180664,1.2423131465911865,1.2423131465911865,0
2023-04-05,1.2499531507492065,1.2514704465866089,1.2436264753341675,1.249843716621399,1.249843716621399,0
2023-04-06,1.2464786767959595,1.248626470565796,1.241434097290039,1.2463078498840332,1.2463078498840332,0
2023-04-07,1.2441060543060303,1.2456247806549072,1.2394338846206665,1.243900179862976,1.243900179862976,0
2023-04-10,1.243456244468689,1.2442762851715088,1.234872817993164,1.2431625127792358,1.2431625127792358,0
2023-04-11,1.2395106554031372,1.245733380317688,1.2387735843658447,1.239218831062317,1.239218831062317,0
2023-04-12,1.2430081367492676,1.2483458518981934,1.2399563789367676,1.2431007623672485,1.2431007623672485,0
